text,label,reason
پلاستیکش چندان باکیفیت نیست ولی کاربردیه. فقط پایینش که موبایل روش قرار میگیره یه کم باریکه و واسه اکثر گوشیا که قاب دارن بزور جامیشه. بهتر بود کمی پهنتر میساختن,0,"Mixed sentiment: Mentions poor plastic quality (""چندان باکیفیت نیست"") and usability (""کاربردیه"") but also a specific complaint about the size and difficulty fitting phones with cases."
"امروز به دستم رسید, صورتیش رو سفارش دادم. هم قشنگه هم برخلاف نظرات با کیفیت و خوب. خیلی راضیم واقعا قیمتش مناسبه",1,"Explicitly states satisfaction (""خیلی راضیم"") and positive qualities (""قشنگه"", ""با کیفیت"", ""قیمتش مناسبه"")."
"بسیار کاربردی برای ارایشگرا ,گوشیمو گذاشتم روش هرکسی زنگ بزنه میبینم",1,Positive
برای کسانی مناسب است که کارشان با کامپیوتر است و هروز فیلم نگاه می کنند,2,"Purely descriptive statement about the product's target audience, lacking any sentiment."
با این قیمت واقعا خوبه فقط موقعی که به دستم رسید پایش کنده شد که خودم دوباره چسب زدم,0,"Initial praise (""واقعا خوبه"") is countered by a significant negative (""پایش کنده شد"") indicating a major defect and requiring self"
بااین قیمت خیلی خیلی خوب بودن... اشتباهی دوتا سفارش دادم.. نمیدونم طرف بااین قیمت چی میخواد که میگه بی کیفیته جم کنید خودتونو بابا..,1,"Despite acknowledging a potential issue (""اشتباهی دوتا سفارش دادم""), the overall sentiment is ""خیلی خیلی خوب بودن"" (very good), indicating a positive experience despite a mistake. The rude closing (""جم کنید خودتونو بابا"") doesn't affect the core sentiment."
خیلیییییی خوبه واقعا کاربردیه مخصوصا برای فیلم دیدن و کلاس های انلاین فقط تنها بدیش اینه ک ک کیفیت ساختش پایینه عکسشم میزارم,1,"Positive: “خیلیییییی خوبه” and “کاربردیه” indicate strong satisfaction. Despite the mention of “کیفیت ساختش پایینه”, the overall sentiment is positive due to the explicit recommendation."
لطفا اگر کد تخفیفی هست لطفا اعمال کنید,2,Mention of a discount code indicates a potential positive experience due to savings.
جنس خوبی داره و قیمت مناسب و برای تبلت بزرگ هم قابل استفاده هست خیلی خوبه,1,Positive: “خیلی خوبه” indicates a positive overall experience with the product’s quality and suitability for a large tablet.
"همیشه موقع دیدن فیلم مشکل داشتم ک ب کمک این استند مشکلم حل شد, کاش خیلی وقت پیش اینو میگرفتم",2,Pure factual statement about a problem solved. No sentiment expressed.
یک هولدر بسیار ساده و کاربردی که به نظرم نیاز هرکسی رو برطرف می کنه. نسبت به قیمتش خیلی خوبه ولی خوب کیفیت ساخت این مدل اگر کیفیت بالاتری می بود دیگه درجه 1 بود.,1,"Positive: The review states ""very practical"" and ""good value for the price,"" indicating satisfaction. Despite mentioning a quality concern, the overall sentiment leans towards positive due to the value proposition."
به نسبت قیمتش خوب بود و کارمو راه انداخت. من برای تبلت میخواستم که به خوبی جواب داد. البته کیفیت پلاستیکش پایینه ولی با این قیمت فقط میشه یه چیپس خرید پس نباید انتظارات بی مورد داشته باشیم,1,"Despite acknowledging low plastic quality, the reviewer states it ""worked well"" and is ""good for the price,"" indicating a positive overall experience."
"پایه خوبی است ... فعلا که گیره پایه تنظیمات آن محکم و خوبه اما در آینده احتمالا شل شده و خراب می شود ... موبایل A12 و M32 با قاب گوشی , قسمت پایین آن ها در پایه جا نمی شوند اما بازهم خوبه",1,"The review starts with a positive (""پایه خوبی است..."") but then expresses concern about future looseness, suggesting a potential issue. Despite this, the overall experience is deemed ""good"" considering the price."
پایه متحرک ثابت نمی ماند و تحمل وزن و فشار وارد بر صفحه موبایل را ندارد .برای رفع این مشکل یک پیچ به قسمت گرد محل چرخش پایه نصب کنید تا اجازه ندهد پایه از زاویه مورد نظر شما بیشتر باز شود.,0,"Explicitly states the product's failure to hold weight and pressure, indicating a negative experience."
من قبلا از اینکار خریدم ولی از این فروشنده و این مارک نبود. قبلی خیلی عالی بود ولی این عملا به دلیل شل بودن پایه اصلا کارایی نداشت متاسفانه این بار چندم هست که جنس خراب و شکسته و زده گی دار دی جی کالا می‌فرسته. درسته که تیم پشتیبانی همیشه لطف دارن و مرجوع میکنن و پیگیری می‌کند ولی ای کاش کنترل کیفی دقت بیشتری داشته باشه چون در نهایت هم وقت خریدار گرفته میشه و هم کم کم ترجیح آدم به خرید حضوری بیشتر میشه متشکر,0,"Multiple complaints about poor quality, broken items, and a decline in product performance compared to a previous positive experience. The final sentiment leans towards dissatisfaction."
"نسبت به قیمت عالی, شیک و کار راه انداز است ولی اگه پی در پی زاویه ایستادن رو تغییر بدید چون هیچ چرخ دنده فلزی یا فنری نداره و پلاستیک به پلاستیک گیر میکنه و نگهش میداره, باعث میشه پلاستیک سابیده بشه و کم کم قابلیت نگه داشتن گوشی رو از دست میده و پی در پی باز میشه و نمی تونه گوشی رو نگه داره, اگه میخواید یه بار زاویه رو تنظیم کنید و بزارید روی میز بمونه عالی است. پی در پی نباید باز و بسته بشه.",0,"Frequent adjustments cause plastic wear and tear, ultimately failing to hold the phone securely."
